step,epoch,train_loss,val_loss,lr,tokens_per_sec,gpu_mem_gb
0,1,8.420005,8.416707,0.000000e+00,242958.0,4.867
1,1,8.416597,,5.000000e-05,979591.9,4.876
2,1,7.372457,,1.000000e-04,982870.5,4.876
3,1,6.766321,,1.500000e-04,984440.4,4.876
4,1,6.470658,,2.000000e-04,987923.7,4.876
5,1,6.297781,,2.500000e-04,987396.7,4.876
6,1,6.081106,,3.000000e-04,991040.3,4.876
7,1,5.788615,,3.500000e-04,988995.4,4.876
8,1,5.557279,,4.000000e-04,989253.4,4.876
9,1,5.314061,,4.500000e-04,987897.0,4.876
10,1,5.079822,,5.000000e-04,986202.8,4.876
11,1,4.708989,,5.500000e-04,981947.0,4.876
12,1,4.572533,,6.000000e-04,982647.3,4.876
13,1,4.250625,,6.500000e-04,986880.9,4.876
14,1,4.119433,,7.000000e-04,986202.8,4.876
15,1,3.813936,,7.500000e-04,987403.8,4.876
16,1,3.682955,,8.000000e-04,985382.6,4.876
17,1,3.625754,,8.500000e-04,987597.1,4.876
18,1,3.381168,,9.000000e-04,985031.3,4.876
19,1,3.329941,,9.500000e-04,983505.2,4.876
20,1,3.252666,,1.000000e-03,982282.1,4.876
21,1,3.161276,,1.050000e-03,989497.3,4.876
22,1,3.208571,,1.100000e-03,988389.0,4.876
23,1,3.002810,,1.150000e-03,986484.2,4.876
24,1,2.994915,,1.200000e-03,982015.4,4.876
25,1,2.916249,,1.250000e-03,987311.6,4.876
26,1,2.786503,,1.300000e-03,983070.8,4.876
27,1,2.740369,,1.350000e-03,979677.5,4.876
28,1,2.747355,,1.400000e-03,984475.6,4.876
29,1,2.685358,,1.450000e-03,987984.0,4.876
30,1,2.671477,,1.500000e-03,988885.1,4.876
31,1,2.774994,,1.550000e-03,989322.8,4.876
32,1,2.689854,,1.600000e-03,984184.8,4.876
33,1,2.675597,,1.650000e-03,976786.2,4.876
34,1,2.610019,,1.700000e-03,987763.9,4.876
35,1,2.592597,,1.750000e-03,987872.2,4.876
36,1,2.580439,,1.800000e-03,989160.8,4.876
37,1,2.568897,,1.850000e-03,987992.9,4.876
38,1,2.560577,,1.900000e-03,988113.7,4.876
39,1,2.525858,,1.950000e-03,988333.9,4.876
