step,epoch,train_loss,val_loss,lr,tokens_per_sec,gpu_mem_gb
0,1,8.412944,8.416707,0.000000e+00,243776.0,5.031
1,1,8.408264,,7.500000e-05,930382.9,5.039
2,1,7.241159,,1.500000e-04,934094.7,5.039
3,1,6.648720,,2.250000e-04,934351.9,5.039
4,1,6.403407,,3.000000e-04,933648.9,5.039
5,1,6.147266,,3.750000e-04,936985.8,5.039
6,1,5.904978,,4.500000e-04,937559.5,5.039
7,1,5.510840,,5.250000e-04,934066.1,5.039
8,1,5.302631,,6.000000e-04,933244.7,5.039
9,1,5.007644,,6.750000e-04,933446.0,5.039
10,1,4.821001,,7.500000e-04,935526.9,5.039
11,1,4.427187,,8.250000e-04,931540.1,5.039
12,1,4.262144,,9.000000e-04,932886.8,5.039
13,1,4.060383,,9.750000e-04,932194.0,5.039
14,1,4.044372,,1.050000e-03,928960.1,5.039
15,1,3.714099,,1.125000e-03,932156.1,5.039
16,1,3.683588,,1.200000e-03,936317.2,5.039
17,1,3.594876,,1.275000e-03,938891.7,5.039
18,1,3.544688,,1.350000e-03,937754.6,5.039
19,1,3.473723,,1.425000e-03,938170.7,5.039
20,1,3.342365,,1.500000e-03,937639.4,5.039
21,1,3.402322,,1.575000e-03,936272.5,5.039
22,1,3.420859,,1.650000e-03,932222.4,5.039
23,1,3.230648,,1.725000e-03,933732.9,5.039
24,1,3.174686,,1.800000e-03,931938.0,5.039
25,1,3.124580,,1.875000e-03,932443.8,5.039
26,1,3.043316,,1.950000e-03,933183.0,5.039
27,1,2.948215,,2.025000e-03,930721.6,5.039
28,1,3.035785,,2.100000e-03,932853.6,5.039
29,1,2.890737,,2.175000e-03,932394.8,5.039
30,1,2.830390,,2.250000e-03,929092.0,5.039
31,1,2.926844,,2.325000e-03,929704.8,5.039
32,1,2.887475,,2.400000e-03,933187.7,5.039
33,1,2.988169,,2.475000e-03,932863.1,5.039
34,1,2.780545,,2.550000e-03,934612.4,5.039
35,1,2.740246,,2.625000e-03,934717.2,5.039
36,1,2.788122,,2.700000e-03,935901.1,5.039
37,1,2.788775,,2.775000e-03,935717.9,5.039
38,1,2.750359,,2.850000e-03,934811.0,5.039
39,1,2.845048,,2.925000e-03,935743.4,5.039
40,1,2.656698,,3.000000e-03,935842.2,5.039
41,1,2.814410,,2.999988e-03,936082.8,5.039
42,1,2.752684,,2.999954e-03,938773.0,5.039
43,1,2.706412,,2.999896e-03,938583.9,5.039
44,1,2.662332,,2.999816e-03,937316.5,5.039
45,1,2.635646,,2.999712e-03,936963.5,5.039
46,1,2.505151,,2.999586e-03,938020.2,5.039
47,1,2.625941,,2.999436e-03,936572.4,5.039
48,1,2.454099,,2.999264e-03,934291.5,5.039
49,1,2.530537,,2.999068e-03,934318.5,5.039
50,1,2.436789,2.494536,2.998850e-03,935982.4,5.039
51,1,2.415333,,2.998608e-03,933834.5,5.039
52,1,2.417434,,2.998344e-03,937276.6,5.039
53,1,2.482049,,2.998056e-03,934367.7,5.039
54,1,2.454072,,2.997746e-03,933064.2,5.039
55,1,2.399616,,2.997413e-03,935162.4,5.039
56,1,2.448333,,2.997056e-03,932948.6,5.039
57,1,2.369103,,2.996677e-03,934944.6,5.039
58,1,2.330676,,2.996275e-03,935297.7,5.039
59,1,2.317909,,2.995849e-03,937064.1,5.039
60,1,2.393143,,2.995401e-03,933146.5,5.039
61,1,2.294094,,2.994930e-03,930126.3,5.039
62,1,2.299947,,2.994436e-03,931590.6,5.039
63,1,2.304356,,2.993919e-03,933070.5,5.039
64,1,2.300320,,2.993379e-03,938261.9,5.039
65,1,2.321962,,2.992817e-03,937158.3,5.039
66,1,2.244330,,2.992231e-03,935894.8,5.039
67,1,2.237374,,2.991623e-03,936101.9,5.039
68,1,2.260658,,2.990991e-03,937554.7,5.039
69,1,2.196028,,2.990337e-03,935095.6,5.039
70,1,2.242357,,2.989660e-03,929330.7,5.039
71,1,2.285207,,2.988960e-03,930334.1,5.039
72,1,2.214812,,2.988237e-03,933219.4,5.039
73,1,2.232750,,2.987492e-03,935068.6,5.039
74,1,2.206267,,2.986724e-03,935235.6,5.039
75,1,2.209653,,2.985933e-03,934205.8,5.039
76,1,2.159763,,2.985119e-03,934385.2,5.039
77,1,2.172801,,2.984282e-03,932646.3,5.039
78,1,2.148220,,2.983423e-03,933076.8,5.039
79,1,2.186067,,2.982541e-03,935807.1,5.039
80,1,2.115277,,2.981636e-03,931949.1,5.039
81,1,2.031537,,2.980709e-03,932709.6,5.039
82,1,2.164909,,2.979758e-03,933203.6,5.039
83,1,2.117963,,2.978786e-03,934385.2,5.039
84,1,2.087303,,2.977790e-03,932086.5,5.039
85,1,2.081419,,2.976772e-03,935109.9,5.039
86,1,2.000546,,2.975731e-03,934847.6,5.039
87,1,2.043547,,2.974668e-03,931207.1,5.039
88,1,1.981737,,2.973582e-03,933360.4,5.039
89,1,2.006539,,2.972474e-03,930453.8,5.039
90,1,1.987693,,2.971343e-03,931686.9,5.039
91,1,2.051163,,2.970189e-03,934641.0,5.039
92,1,1.994214,,2.969014e-03,933067.3,5.039
93,1,2.017592,,2.967815e-03,931316.0,5.039
94,1,2.042372,,2.966594e-03,925714.3,5.039
95,1,2.059206,,2.965351e-03,927904.9,5.039
96,1,2.020030,,2.964085e-03,927008.4,5.039
97,1,1.946485,,2.962797e-03,928169.7,5.039
98,1,1.982763,,2.961486e-03,929478.4,5.039
99,1,1.907329,,2.960154e-03,931889.0,5.039
100,1,1.984927,1.950143,2.958798e-03,933921.7,5.039
101,1,1.920799,,2.957421e-03,936137.0,5.039
102,1,1.946889,,2.956021e-03,937124.8,5.039
103,1,1.918100,,2.954599e-03,936618.7,5.039
104,1,1.967111,,2.953155e-03,933771.0,5.039
105,1,1.906225,,2.951688e-03,934396.3,5.039
106,1,1.950687,,2.950200e-03,937946.6,5.039
107,1,1.913380,,2.948689e-03,938279.5,5.039
108,1,1.879090,,2.947156e-03,936435.2,5.039
109,1,1.886987,,2.945601e-03,937346.9,5.039
110,1,1.839304,,2.944023e-03,938720.1,5.039
111,1,1.828058,,2.942424e-03,933086.3,5.039
112,1,1.836094,,2.940803e-03,929357.4,5.039
113,1,1.862111,,2.939160e-03,936907.6,5.039
114,1,1.843544,,2.937495e-03,937056.1,5.039
115,1,1.856121,,2.935807e-03,937075.3,5.039
116,1,1.883328,,2.934098e-03,933157.6,5.039
117,1,1.875678,,2.932367e-03,935386.8,5.039
118,1,1.892266,,2.930615e-03,934124.8,5.039
119,1,1.822269,,2.928840e-03,930308.9,5.039
120,1,1.863573,,2.927044e-03,928270.0,5.039
121,1,1.853927,,2.925225e-03,930983.2,5.039
122,1,1.868646,,2.923386e-03,928534.9,5.039
123,1,1.852238,,2.921524e-03,931980.7,5.039
124,1,1.722056,,2.919641e-03,933162.4,5.039
125,1,1.862619,,2.917736e-03,932738.1,5.039
126,1,1.799128,,2.915809e-03,933579.1,5.039
127,1,1.811936,,2.913861e-03,935289.7,5.039
128,1,1.802881,,2.911891e-03,936282.1,5.039
129,1,1.832346,,2.909900e-03,936264.5,5.039
130,1,1.806420,,2.907888e-03,936231.1,5.039
131,1,1.836984,,2.905854e-03,935550.7,5.039
132,1,1.821577,,2.903798e-03,934129.6,5.039
133,1,1.827379,,2.901721e-03,930940.6,5.039
134,1,1.858146,,2.899623e-03,933556.9,5.039
