step,train_loss,val_loss,lr,tokens_per_sec,gpu_mem_gb
0,8.342638,8.344409,0.000000e+00,272973.4,2.645
1,8.347132,,7.500000e-06,1970761.7,3.190
2,8.314804,,1.500000e-05,1984441.6,3.190
3,8.257989,,2.250000e-05,1977802.1,3.190
4,8.183799,,3.000000e-05,1970648.7,3.190
5,8.085314,,3.750000e-05,1967080.8,3.190
6,7.983317,,4.500000e-05,1980231.4,3.190
7,7.864371,,5.250000e-05,1989749.4,3.190
8,7.777371,,6.000000e-05,1987074.0,3.190
9,7.688405,,6.750000e-05,1979960.4,3.190
10,7.596796,,7.500000e-05,1975946.8,3.190
11,7.527124,,8.250000e-05,1980416.9,3.190
12,7.489700,,9.000000e-05,1998487.1,3.190
13,7.441704,,9.750000e-05,1997216.5,3.190
14,7.406198,,1.050000e-04,2000152.1,3.190
15,7.339648,,1.125000e-04,1997862.5,3.190
16,7.315933,,1.200000e-04,1991241.2,3.190
17,7.289921,,1.275000e-04,1990859.0,3.190
18,7.247955,,1.350000e-04,1996679.7,3.190
19,7.201080,,1.425000e-04,1997020.6,3.190
20,7.142504,,1.500000e-04,1998559.7,3.190
21,7.107544,,1.575000e-04,1994564.4,3.190
22,7.076631,,1.650000e-04,1988116.0,3.190
23,6.961489,,1.725000e-04,1989483.0,3.190
24,6.910317,,1.800000e-04,1972133.3,3.190
25,6.833369,,1.875000e-04,1985731.8,3.190
26,6.772043,,1.950000e-04,1995469.4,3.190
27,6.697020,,2.025000e-04,1994311.2,3.190
28,6.637000,,2.100000e-04,1987109.9,3.190
29,6.557094,,2.175000e-04,1984642.2,3.190
30,6.480494,,2.250000e-04,1988439.6,3.190
31,6.434874,,2.325000e-04,1999439.2,3.190
32,6.352593,,2.400000e-04,2001594.0,3.190
33,6.282879,,2.475000e-04,1994412.5,3.190
34,6.190950,,2.550000e-04,1982159.2,3.190
35,6.104196,,2.625000e-04,1982166.3,3.190
36,6.033207,,2.700000e-04,1992193.7,3.190
